,lr,betas,filters,pool_size,fully_connected,drop,train_loss,validation_loss,loss_diff,train_precision,validation_precision,train_recall,validation_recall,train_f1_score,validation_f1_score,epoch_time
10,0.0018,"(0.9, 0.99)","(64, 8)",2,100,0.4,2.6611786697387694,2.664536612374442,0.0033579426356724618,0.3331930488944834,0.2997592603235566,0.20751875000000003,0.2035625,0.1926536343570841,0.1858703409997413,8.898380136489868
11,0.003,"(0.9, 0.99)","(64, 8)",2,100,0.4,2.6096742141723634,2.6119006247747514,0.0022264106023879293,0.3395311563028753,0.3478433361803305,0.25963125,0.25825,0.2455624764957135,0.24356334483468944,9.025925147533417
12,0.0018,"(0.9, 0.99)","(64, 8)",2,150,0.0,2.4901968044281007,2.562913864377945,0.07271705994984456,0.38736138861823743,0.31040404823823686,0.38398124999999994,0.3083125,0.36868241126136975,0.2934367538058429,8.864266657829285
13,0.003,"(0.9, 0.99)","(64, 8)",2,150,0.0,2.5102855388641356,2.579209596391708,0.06892405752757247,0.3590263175397965,0.28631529016486407,0.36260000000000003,0.2909375,0.34924516411916495,0.27878769582410134,8.87735184431076
14,0.0018,"(0.9, 0.99)","(64, 8)",2,150,0.2,2.562921051025391,2.5785172553289506,0.01559620430355979,0.34546528801360293,0.3240875231487138,0.3078875,0.2920625,0.296064090071665,0.2784227259483226,8.933550870418548
15,0.003,"(0.9, 0.99)","(64, 8)",2,150,0.2,2.5839395221710206,2.6025441828228177,0.01860466065179711,0.32117961684916085,0.2967271445930517,0.28605625,0.265875,0.27443020019611775,0.2531751465628308,8.925932765007019
16,0.0018,"(0.9, 0.99)","(64, 8)",2,150,0.4,2.595203412246704,2.6000653297182112,0.0048619174715072155,0.35785777591574375,0.3492792522072269,0.27475,0.26937500000000003,0.2593916100198822,0.25341692418991024,8.960072147846223
17,0.003,"(0.9, 0.99)","(64, 8)",2,150,0.4,2.6213784549713135,2.62805085712009,0.006672402148776513,0.34987021298446935,0.34504407878611937,0.24771250000000003,0.24143750000000003,0.226146967666445,0.21861448041018605,8.889979779720306
18,0.0018,"(0.9, 0.99)","(64, 8)",5,50,0.0,2.5427679595947263,2.5938370152125283,0.05106905561780195,0.3322101771459818,0.26477530254587234,0.32988125,0.27331249999999996,0.31385038408099164,0.25855800745588065,7.222514879703522
19,0.003,"(0.9, 0.99)","(64, 8)",5,50,0.0,2.5409998027801515,2.590169906616211,0.049170103836059464,0.32407679830178526,0.2694805234122292,0.33110625,0.279875,0.3110480572349514,0.25980879138486007,6.961886632442474
20,0.0018,"(0.9, 0.99)","(64, 8)",5,50,0.2,2.5717027519226074,2.5882048341963024,0.016502082273694985,0.3144561526011697,0.2992975179210555,0.2985875,0.2805625,0.2867922541169392,0.2703919321141073,7.0512840986251835
21,0.003,"(0.9, 0.99)","(64, 8)",5,50,0.2,2.571005472946167,2.5853706692892406,0.014365196343073539,0.34386350455261677,0.33818016362361775,0.2990625,0.2841875,0.28603559293284964,0.2719893159638819,7.063851022720337
22,0.0018,"(0.9, 0.99)","(64, 8)",5,50,0.4,2.633147825241089,2.637610223558214,0.004462398317125249,0.3499541011994317,0.3284580536613074,0.2336375,0.22906249999999997,0.23768085266003788,0.23170981686061792,7.047034478187561
23,0.003,"(0.9, 0.99)","(64, 8)",5,50,0.4,2.62635828704834,2.6305974816519115,0.004239194603571583,0.3366547166080549,0.3437762979953262,0.24089375000000002,0.237375,0.22406136209190283,0.21856924192606092,7.197166335582733
24,0.0018,"(0.9, 0.99)","(64, 8)",5,100,0.0,2.5386890113830565,2.5881635310157898,0.049474519632733305,0.3360190273639625,0.28171593157998875,0.33391875000000004,0.2814375,0.3180171717601217,0.265747682754485,7.2537478566169735
25,0.003,"(0.9, 0.99)","(64, 8)",5,100,0.0,2.5338043098449705,2.5834506012144542,0.04964629136948373,0.33703106344345063,0.28950012779308903,0.33833749999999996,0.2855,0.32224622469191055,0.2706681159034465,7.242931437492371
26,0.0018,"(0.9, 0.99)","(64, 8)",5,100,0.2,2.5790328998565673,2.5925243279290577,0.013491428072490486,0.34349345346744475,0.33279899980712013,0.29034375,0.2758125,0.2809351503492488,0.2639214675277962,7.289696764945984
27,0.003,"(0.9, 0.99)","(64, 8)",5,100,0.2,2.576136583328247,2.5856735592796687,0.009536975951421667,0.3164514763063045,0.31365789745716566,0.29358125,0.2844375,0.2841151938641754,0.275565587242969,7.135323333740234
28,0.0018,"(0.9, 0.99)","(64, 8)",5,100,0.4,2.6510130706787107,2.6568414937882197,0.005828423109508929,0.37881156985245856,0.37000716496492586,0.21716875,0.210625,0.21836524231788057,0.20845957763321946,7.060229849815369
29,0.003,"(0.9, 0.99)","(64, 8)",5,100,0.4,2.664933907699585,2.6686072538769436,0.003673346177358816,0.30017751164690076,0.29765554638447733,0.20218749999999996,0.19625,0.18152695264663982,0.16917815353449447,7.071235406398773
30,0.0018,"(0.9, 0.99)","(64, 8)",5,150,0.0,2.5361513118743897,2.5893079288422114,0.0531566169678217,0.32059583109707845,0.26539350309411724,0.3361625,0.28275,0.3167164560094114,0.2652275874643,7.182491636276245
31,0.003,"(0.9, 0.99)","(64, 8)",5,150,0.0,2.5291718021392824,2.573902898364597,0.04473109622531446,0.3502032196051217,0.30956587787683526,0.34264374999999997,0.2955,0.3257553771047357,0.2793314139688157,7.052673697471619
32,0.0018,"(0.9, 0.99)","(64, 8)",5,150,0.2,2.581842673110962,2.5897265653761607,0.0078838922651987,0.34926078611789124,0.34580004084370203,0.28813750000000005,0.28056250000000005,0.28241630896492087,0.27283396266857396,7.18496196269989
33,0.003,"(0.9, 0.99)","(64, 8)",5,150,0.2,2.610358716583252,2.6225407237098333,0.01218200712658124,0.3305527052025061,0.3104988854457809,0.25814375,0.24443749999999997,0.2563803006207429,0.239729172942791,7.213408875465393
34,0.0018,"(0.9, 0.99)","(64, 8)",5,150,0.4,2.5934349884033203,2.601212225263081,0.007777236859760617,0.3309817682586509,0.3158259816565016,0.27659375,0.26925,0.25525978423722373,0.24669922393953758,7.141368079185486
35,0.003,"(0.9, 0.99)","(64, 8)",5,150,0.4,2.627915422821045,2.6327415988558815,0.004826176034836482,0.36444848319718703,0.32348662097974445,0.24048125,0.23575000000000002,0.20823181062856416,0.19996316430823796,7.183428454399109
36,0.0018,"(0.9, 0.99)","(64, 8)",10,50,0.0,2.5257932369232177,2.578427859715053,0.052634622791835284,0.3162568848692442,0.2638160861407698,0.34679375,0.29175000000000006,0.3231412677488663,0.27133518781253363,6.903545415401458
37,0.003,"(0.9, 0.99)","(64, 8)",10,50,0.0,2.534210286331177,2.5834924796270946,0.049282193295917764,0.3328956977874101,0.28735737894846586,0.33818125,0.28737500000000005,0.3192719812212988,0.2696238967341345,7.013530194759369
38,0.0018,"(0.9, 0.99)","(64, 8)",10,50,0.2,2.596595301437378,2.6030084254249695,0.006413123987591529,0.3368682407538086,0.33164572230955247,0.27316874999999996,0.267,0.2581023954528655,0.25016839343677044,7.101389408111572
39,0.003,"(0.9, 0.99)","(64, 8)",10,50,0.2,2.6350769329071047,2.63937699227106,0.0043000593639552775,0.3394640407548071,0.33692351319399816,0.23345,0.2295625,0.22741639110711148,0.22161221668309836,6.88398232460022
40,0.0018,"(0.9, 0.99)","(64, 8)",10,50,0.4,2.7328988578796385,2.735000421130468,0.0021015632508296633,0.270797236399396,0.2532134367132381,0.134125,0.131375,0.12090849518957719,0.11451071579791491,6.827825844287872
41,0.003,"(0.9, 0.99)","(64, 8)",10,50,0.4,2.755477424621582,2.753484120444646,-0.001993304176935773,0.2692237450904559,0.26248173955997417,0.11281875000000001,0.11375,0.10437759871055297,0.10238483811289534,6.8296958923339846
42,0.0018,"(0.9, 0.99)","(64, 8)",10,100,0.0,2.540552625274658,2.5844545364379883,0.04390191116333009,0.3303374803836988,0.28899588248203,0.331075,0.28575,0.31744771204122446,0.2740722399004457,6.9233398795127865
43,0.003,"(0.9, 0.99)","(64, 8)",10,100,0.0,2.541571390914917,2.5877199702792697,0.04614857936435257,0.3054613091661652,0.25571978251309846,0.33074375,0.2813125,0.3087826057218092,0.261440149836961,7.181021153926849
44,0.0018,"(0.9, 0.99)","(64, 8)",10,100,0.2,2.6309132652282714,2.642511526743571,0.011598261515299413,0.3561860098123578,0.3412205022170687,0.23758125000000002,0.2243125,0.22881161945160083,0.21335522891873634,7.048208320140839
45,0.003,"(0.9, 0.99)","(64, 8)",10,100,0.2,2.605829238128662,2.614368616588532,0.008539378459869962,0.33967499692456327,0.3325461243172135,0.26364374999999995,0.254875,0.2484580270174837,0.23848468026330752,7.062250530719757
46,0.0018,"(0.9, 0.99)","(64, 8)",10,100,0.4,2.72516809387207,2.7262295238555425,0.0010614299834723617,0.3057088165976967,0.28766746582983294,0.14051249999999998,0.1409375,0.13342996783562122,0.13491480245061988,7.032128357887268
47,0.003,"(0.9, 0.99)","(64, 8)",10,100,0.4,2.776026792526245,2.7747955927773127,-0.0012311997489322657,0.35380443613571555,0.3389500323448655,0.09651249999999999,0.0980625,0.06810113679055196,0.07020537200793799,7.083589816093445
48,0.0018,"(0.9, 0.99)","(64, 8)",10,150,0.0,2.531278158569336,2.5816060210031178,0.050327862433781956,0.3319636379338102,0.2791634293191999,0.3411875,0.286125,0.32341948565041684,0.2690726871245828,6.968948245048523
49,0.003,"(0.9, 0.99)","(64, 8)",10,150,0.0,2.5460286968231203,2.5909658954257058,0.04493719860258549,0.30380628967690915,0.26007248701990393,0.32619375,0.2789375,0.30131174336649846,0.2572712617527161,6.960838735103607
50,0.0018,"(0.9, 0.99)","(64, 8)",10,150,0.2,2.613895796585083,2.619297178964766,0.005401382379683017,0.3413812026403058,0.33625735717742583,0.25498750000000003,0.24925,0.24733228999767676,0.23933089913265235,7.128828930854797
51,0.003,"(0.9, 0.99)","(64, 8)",10,150,0.2,2.61663455657959,2.6255975261567133,0.008962969577123392,0.3494394688947266,0.33600389484718757,0.25205,0.2425625,0.24311585281984505,0.23382082763285156,7.040779459476471
52,0.0018,"(0.9, 0.99)","(64, 8)",10,150,0.4,2.7460494064331056,2.746649674006871,0.0006002675737653007,0.39529265962773763,0.3834934189891861,0.1248625,0.12425,0.11120898841628371,0.10967845244448418,6.995931231975556
53,0.003,"(0.9, 0.99)","(64, 8)",10,150,0.4,2.7472330924987793,2.7457227366311208,-0.0015103558676585749,0.3191478468653145,0.3265222337944427,0.12563125,0.1274375,0.10686489324361212,0.10926555195083976,6.992284965515137
54,0.0018,"(0.9, 0.99)","(64, 32)",2,50,0.0,2.4346883571624756,2.5644831733098106,0.129794816147335,0.434785531980845,0.29999931643285455,0.440025,0.306,0.4242888983404851,0.2924785545612325,9.04756885766983
55,0.003,"(0.9, 0.99)","(64, 32)",2,50,0.0,2.4433466587066652,2.5709012917109897,0.12755463300432446,0.4311913595121334,0.29371179686323257,0.43111875,0.3003125,0.4184610810853942,0.2881735472137394,9.053137803077698
56,0.0018,"(0.9, 0.99)","(64, 32)",2,50,0.2,2.511541293334961,2.5485614670647516,0.037020173729790606,0.34546837406608427,0.29140232312362546,0.36049375000000006,0.3226875,0.3351253561990276,0.29825094594209456,9.211437034606934
57,0.003,"(0.9, 0.99)","(64, 32)",2,50,0.2,2.5223803146362305,2.557432625028822,0.03505231039259149,0.34600585645517223,0.31070035157710396,0.34913125,0.31193750000000003,0.3338750824547355,0.29697603854689114,9.152050173282623
58,0.0018,"(0.9, 0.99)","(64, 32)",2,50,0.4,2.553439881896973,2.567838668823242,0.014398786926269391,0.31474846366583664,0.3114477648466639,0.31715625000000003,0.30193749999999997,0.2966663153533715,0.2814691416337407,9.156950974464417
59,0.003,"(0.9, 0.99)","(64, 32)",2,50,0.4,2.5630242881774903,2.575462560805063,0.01243827262757291,0.3262885802823656,0.3204901420063394,0.30726875000000003,0.29475,0.28899325811756293,0.2759845193997781,9.251660978794098
60,0.0018,"(0.9, 0.99)","(64, 32)",2,100,0.0,2.413499542236328,2.569611939172896,0.15611239693656787,0.4644713333801792,0.2989626738303148,0.46149375000000004,0.2995,0.450467875354327,0.28928040580109987,9.150362730026245
61,0.003,"(0.9, 0.99)","(64, 32)",2,100,0.0,2.4386093532562256,2.5835175060090565,0.14490815275283087,0.43608173895007174,0.2827505612134655,0.43528750000000005,0.2866875,0.42122448055512846,0.2740387954647785,9.057571041584016
62,0.0018,"(0.9, 0.99)","(64, 32)",2,100,0.2,2.5344160099029542,2.5718234872061108,0.03740747730315652,0.3762493955110898,0.32847615164610566,0.33687500000000004,0.296125,0.33036386207948576,0.2877461310544448,9.12677675485611
63,0.003,"(0.9, 0.99)","(64, 32)",2,100,0.2,2.522406869125366,2.5675629320598783,0.04515606293451224,0.3414703960048211,0.29748031489574345,0.34913125,0.30293749999999997,0.3343377460497072,0.28748819039991036,9.112219047546386
64,0.0018,"(0.9, 0.99)","(64, 32)",2,100,0.4,2.574047958755493,2.586852395345294,0.012804436589801238,0.33726383176181135,0.3132191906440539,0.296925,0.283125,0.2799992082599307,0.26525711259041646,9.090053749084472
65,0.003,"(0.9, 0.99)","(64, 32)",2,100,0.4,2.5778489280700683,2.588408288501558,0.01055936043148975,0.3433918052382553,0.3280176486164068,0.2925625,0.2828125,0.2756968690374273,0.26464016938620377,9.182939600944518
66,0.0018,"(0.9, 0.99)","(64, 32)",2,150,0.0,2.4193245536804198,2.5936500344957625,0.17432548081534271,0.46224795874277524,0.27320201553527534,0.4558125,0.276,0.444991884694674,0.26512528403378693,9.079506361484528
67,0.003,"(0.9, 0.99)","(64, 32)",2,150,0.0,2.4246305088043214,2.573404005595616,0.1487734967912946,0.4565871369677002,0.29895418790461137,0.44934375,0.2975625,0.43795708421634544,0.28620181252799703,9.127289485931396
68,0.0018,"(0.9, 0.99)","(64, 32)",2,150,0.2,2.5229231792449953,2.5635187171754383,0.040595537930443015,0.3856970061906416,0.3384226347681913,0.3491375,0.30625,0.3412209092944908,0.29663683825570364,9.189791357517242
69,0.003,"(0.9, 0.99)","(64, 32)",2,150,0.2,2.5245700870513916,2.5676350101592047,0.04306492310781307,0.34031104009181523,0.2844775681832484,0.347,0.30174999999999996,0.32620469741089,0.28107164360173953,9.244628655910493
70,0.0018,"(0.9, 0.99)","(64, 32)",2,150,0.4,2.5759399852752685,2.5930867081596736,0.017146722884405108,0.31926795126381496,0.3191389812775932,0.2943875,0.276625,0.27354147601552925,0.25567724499279937,9.280062305927277
71,0.003,"(0.9, 0.99)","(64, 32)",2,150,0.4,2.570313317871094,2.591185929283263,0.020872611412169118,0.3306161784909528,0.30838543888868025,0.2997125,0.279,0.2830826966144383,0.2622993017400134,9.221828842163086
72,0.0018,"(0.9, 0.99)","(64, 32)",5,50,0.0,2.4653215595245364,2.5639808367169095,0.09865927719237311,0.38205634642386277,0.28147790784326354,0.40884375,0.306875,0.3830569174033235,0.2867796039325884,7.349520993232727
73,0.003,"(0.9, 0.99)","(64, 32)",5,50,0.0,2.4662910415649413,2.5678670217120456,0.10157598014710434,0.40304140678355205,0.2999250046010993,0.40748125,0.3030625,0.39187713930970125,0.29001601410326655,7.278957402706146
74,0.0018,"(0.9, 0.99)","(64, 32)",5,50,0.2,2.542122240829468,2.5685620194389704,0.02643977860950253,0.3297068819996712,0.2978738043035407,0.32903125,0.2995625,0.3126217620273108,0.2834445846980772,7.374110007286072
75,0.003,"(0.9, 0.99)","(64, 32)",5,50,0.2,2.5526347743988036,2.569982256208147,0.017347481809343535,0.33234010658185187,0.3380607151218589,0.31815000000000004,0.30031250000000004,0.3041066671000011,0.28556887028848876,7.308048391342163
76,0.0018,"(0.9, 0.99)","(64, 32)",5,50,0.4,2.568305513763428,2.5835216537354486,0.015216139972020759,0.32193477756807465,0.31399355405370116,0.30175,0.2846875,0.28797407912569745,0.2706195865859475,7.212321650981903
77,0.003,"(0.9, 0.99)","(64, 32)",5,50,0.4,2.614820653152466,2.6249877081976996,0.010167055045233742,0.34634126956050393,0.34403741244961805,0.25370000000000004,0.2424375,0.2320330401937203,0.220106128753279,7.21734322309494
78,0.0018,"(0.9, 0.99)","(64, 32)",5,100,0.0,2.466038268661499,2.566077815161811,0.10003954650031188,0.4052644410163027,0.3020812022140034,0.4080625,0.304,0.39135192365406046,0.28963678782579805,7.122540903091431
79,0.003,"(0.9, 0.99)","(64, 32)",5,100,0.0,2.4860402324676514,2.572967173561217,0.0869269410935658,0.3859443351789227,0.2799844217345541,0.3869,0.2984375,0.36379550909360614,0.27784233175683815,7.299069738388061
80,0.0018,"(0.9, 0.99)","(64, 32)",5,100,0.2,2.5378602516174316,2.565487566448393,0.02762731483096159,0.3544364311406152,0.3317201203906075,0.33338124999999996,0.304,0.32232718441007197,0.2936208544940574,7.361366581916809
81,0.003,"(0.9, 0.99)","(64, 32)",5,100,0.2,2.54169493598938,2.5700718637496704,0.02837692776029055,0.3328503303442646,0.3118827572148336,0.32943125,0.2994375,0.31331469970922166,0.28420618779137874,7.249182188510895
82,0.0018,"(0.9, 0.99)","(64, 32)",5,100,0.4,2.5640012287139893,2.578802294201321,0.014801065487331844,0.32169597549266127,0.31400246086016387,0.30653749999999996,0.2895,0.2917427728423293,0.2731549277343016,7.409379625320435
83,0.003,"(0.9, 0.99)","(64, 32)",5,100,0.4,2.6302989730834963,2.6372858796800887,0.0069869065965924015,0.325454913537749,0.3175586715013262,0.23848125000000003,0.23050000000000004,0.22349830249481611,0.21342890474469273,7.422138202190399
84,0.0018,"(0.9, 0.99)","(64, 32)",5,150,0.0,2.4715145778656007,2.5743587887476362,0.10284421088203555,0.40081855916069775,0.29610418315406273,0.4021,0.296375,0.3880429704555293,0.28378914390089505,7.270470154285431
85,0.003,"(0.9, 0.99)","(64, 32)",5,150,0.0,2.497578256225586,2.579922380901518,0.08234412467593222,0.3738209369372324,0.29231957315750146,0.37501875,0.2905,0.3626915755280183,0.2803626738240135,7.26955931186676
86,0.0018,"(0.9, 0.99)","(64, 32)",5,150,0.2,2.5278119316101075,2.554000869629875,0.026188938019767516,0.35948204797991445,0.3359873824041186,0.34330625,0.31718749999999996,0.3315404014358476,0.3049050672526822,7.467725455760956
87,0.003,"(0.9, 0.99)","(64, 32)",5,150,0.2,2.561460272216797,2.5793963159833635,0.017936043766566545,0.3596555745723126,0.33984516704875584,0.30850625,0.29081250000000003,0.3026443469582882,0.2826091014236831,7.430684900283813
88,0.0018,"(0.9, 0.99)","(64, 32)",5,150,0.4,2.551930004119873,2.566562716923063,0.014632712803190007,0.3286723759786129,0.3228958066906975,0.319175,0.3045,0.30068167206666435,0.2871149002262495,7.468980777263641
89,0.003,"(0.9, 0.99)","(64, 32)",5,150,0.4,2.606283763885498,2.6170839355105446,0.010800171625046762,0.32242045405422937,0.29546683819937325,0.26406874999999996,0.2515625,0.24635442775010752,0.2289370027253665,7.345933055877685
90,0.0018,"(0.9, 0.99)","(64, 32)",10,50,0.0,2.4813794681549073,2.572164395498851,0.09078492734394361,0.37547744010972317,0.2685656337588104,0.39275,0.298,0.36825275278294944,0.27808332119537915,6.944439089298248
91,0.003,"(0.9, 0.99)","(64, 32)",10,50,0.0,2.49630272064209,2.590272816400679,0.09397009575858917,0.37633489913883583,0.27334980912589074,0.37685625,0.279875,0.36195029790302463,0.2667944393998182,6.980742001533509
92,0.0018,"(0.9, 0.99)","(64, 32)",10,50,0.2,2.547293444061279,2.5716126078651067,0.024319163803827593,0.32512083073686726,0.301503872155872,0.3235,0.298875,0.30695052057901434,0.2833840352423309,7.104994487762451
93,0.003,"(0.9, 0.99)","(64, 32)",10,50,0.2,2.6077472759246825,2.619311484079512,0.011564208154829725,0.33700800326847224,0.31710752537195175,0.2634375,0.252,0.26076940613683286,0.24603344678329375,7.166969966888428
94,0.0018,"(0.9, 0.99)","(64, 32)",10,50,0.4,2.659353685760498,2.6630027786133783,0.003649092852880287,0.2922426242901194,0.28052226483973003,0.21211249999999998,0.20868750000000003,0.22329365110734817,0.2179537961233198,7.0545113444328305
95,0.003,"(0.9, 0.99)","(64, 32)",10,50,0.4,2.6949215267181397,2.694718470649114,-0.00020305606902581985,0.3382358318702869,0.3363241640829801,0.1758875,0.176,0.1817899758448502,0.17927780720737246,7.0693703413009645
96,0.0018,"(0.9, 0.99)","(64, 32)",10,100,0.0,2.4803723068237304,2.5687429829249306,0.0883706761012002,0.39458783166924644,0.2971173886877555,0.39335000000000003,0.3025,0.37769282077957433,0.28769049363861576,6.872856771945953
97,0.003,"(0.9, 0.99)","(64, 32)",10,100,0.0,2.4989970222473143,2.586321172260103,0.08732415001278859,0.372078622572562,0.28601395464730645,0.37410625000000003,0.284,0.35897299083837975,0.2712052622738483,6.923231041431427
98,0.0018,"(0.9, 0.99)","(64, 32)",10,100,0.2,2.554759313583374,2.578352474030994,0.023593160447620054,0.350230714415325,0.32154695047242116,0.31590625000000006,0.29118750000000004,0.3048946463897739,0.2788539781845819,7.132309007644653
99,0.003,"(0.9, 0.99)","(64, 32)",10,100,0.2,2.632564093399048,2.6447675985003274,0.012203505101279433,0.3350680002364611,0.3178948809859028,0.2385625,0.2264375,0.24779858397553364,0.23344458203061474,6.92905558347702
100,0.0018,"(0.9, 0.99)","(64, 32)",10,100,0.4,2.6613084285736086,2.66771353994097,0.006405111367361549,0.25114118050808976,0.2395457496607642,0.20932499999999998,0.20218749999999996,0.19859730820652227,0.18851541105533934,6.950498437881469
101,0.003,"(0.9, 0.99)","(64, 32)",10,100,0.4,2.6976019050598143,2.7018095500885493,0.004207645028734941,0.264007808343274,0.25146587797238273,0.17495,0.17125,0.16461255802095193,0.16148309273266295,7.232267379760742
102,0.0018,"(0.9, 0.99)","(64, 32)",10,150,0.0,2.494443994522095,2.5831404754093716,0.08869648088727677,0.3622771344867162,0.26946550114751355,0.37906249999999997,0.28700000000000003,0.35722853552870704,0.2696278523477422,7.060447478294373
103,0.003,"(0.9, 0.99)","(64, 32)",10,150,0.0,2.503881482696533,2.5890257661304776,0.08514428343394442,0.3648149542970931,0.2607708445087453,0.36915625,0.28150000000000003,0.3477906481449,0.2652815190130282,6.989757335186004
104,0.0018,"(0.9, 0.99)","(64, 32)",10,150,0.2,2.5353718536376952,2.5646679401397705,0.02929608650207527,0.35288915219435635,0.32556929199026446,0.3360375,0.304875,0.32639589695859406,0.2953053814723806,7.016978013515472
105,0.003,"(0.9, 0.99)","(64, 32)",10,150,0.2,2.6302009853363035,2.6477426271589977,0.017541641822694132,0.33947102692003295,0.29729681180581957,0.2411625,0.22137500000000002,0.24879097426259977,0.22612662084062363,7.078888499736786
106,0.0018,"(0.9, 0.99)","(64, 32)",10,150,0.4,2.675996120452881,2.67912561174423,0.0031294912913488737,0.3386137902277184,0.32321944783667805,0.19511250000000002,0.19143749999999998,0.19730635881260683,0.1917988713642771,7.086018776893615
107,0.003,"(0.9, 0.99)","(64, 32)",10,150,0.4,2.6927510803222656,2.69759562280443,0.004844542482164371,0.26171240089963765,0.2492340440641061,0.17984375,0.1753125,0.16489657909909858,0.15749161984995216,7.0371360063552855
108,0.0018,"(0.9, 0.99)","(96, 8)",2,50,0.0,2.494488377761841,2.5673353785560247,0.07284700079418371,0.37568585575089475,0.29900782519352836,0.37898125,0.3016875,0.36219002664402267,0.2866123615022808,8.220770502090454
109,0.003,"(0.9, 0.99)","(96, 8)",2,50,0.0,2.50852416305542,2.5683941311306424,0.0598699680752226,0.3647845100770938,0.29693829111599523,0.36405,0.30193749999999997,0.34660874976474687,0.284230174367665,8.304506778717041
110,0.0018,"(0.9, 0.99)","(96, 8)",2,50,0.2,2.5927259819030763,2.601635743701269,0.008909761798192584,0.3509184604185442,0.3377707415269365,0.2772375,0.267875,0.27165341235541446,0.26075923702607606,8.455178880691529
111,0.003,"(0.9, 0.99)","(96, 8)",2,50,0.2,2.547602824783325,2.5618325755709694,0.014229750787644324,0.336629308313786,0.331877778354471,0.32324375,0.3096875,0.30197406095649415,0.2880267650370463,8.311474859714508
112,0.0018,"(0.9, 0.99)","(96, 8)",2,50,0.4,2.5967898601531982,2.604128557538229,0.007338697385030901,0.2972845183181388,0.2810220455178241,0.27320625000000004,0.2664375,0.2463943361592501,0.23661674896517906,8.268462121486664
113,0.003,"(0.9, 0.99)","(96, 8)",2,50,0.4,2.6082087009429933,2.6165772354792036,0.008368534536210337,0.27716336588496393,0.260702634481622,0.260775,0.251375,0.23842469123068338,0.22591746052810485,8.28986599445343
114,0.0018,"(0.9, 0.99)","(96, 8)",2,100,0.0,2.4897950386047363,2.5652463095528737,0.07545127094813742,0.3831063016440418,0.3030331164195637,0.38388124999999995,0.305,0.3692093848146153,0.2919436037505824,8.216156101226806
115,0.003,"(0.9, 0.99)","(96, 8)",2,100,0.0,2.4986692497253418,2.5674180227612693,0.06874877303592752,0.38573863129765695,0.31461038966876576,0.3741625,0.3029375,0.3593493006393832,0.28981186272245635,8.25573172569275
116,0.0018,"(0.9, 0.99)","(96, 8)",2,100,0.2,2.57218275680542,2.586596678173731,0.014413921368311211,0.3642193393149392,0.3574468622044434,0.29744375,0.2839375,0.28153569388035105,0.2671259941363461,8.395361173152924
117,0.003,"(0.9, 0.99)","(96, 8)",2,100,0.2,2.5491038284301757,2.5695238378312855,0.020420009401109773,0.3522996019041578,0.3454579385461465,0.32153125,0.3003125,0.310494556973655,0.28994146924805736,8.346852111816407
